fid,ang_connectivity,ang_meandepth,class_connectivity,met_choice,met_choice_1000,met_choice_1250,met_choice_1500,met_choice_1750,met_choice_2000,met_choice_250,met_choice_2500,met_choice_3000,met_choice_500,met_choice_750,met_meandepth,met_meandepth_1000,met_meandepth_1250,met_meandepth_1500,met_meandepth_1750,met_meandepth_2000,met_meandepth_250,met_meandepth_2500,met_meandepth_3000,met_meandepth_500,met_meandepth_750,ang_choice,ang_choice_1000,ang_choice_1250,ang_choice_1500,ang_choice_1750,ang_choice_2000,ang_choice_250,ang_choice_2500,ang_choice_3000,ang_choice_500,ang_choice_750,ang_integration,ang_integration_1000,ang_integration_1250,ang_integration_1500,ang_integration_1750,ang_integration_2000,ang_integration_250,ang_integration_2500,ang_integration_3000,ang_integration_500,ang_integration_750,compteur,type_chemin,type_transport,jeu_7_9,jeu_11_13,jeu_17_19,sam_7_9,sam_11_13,sam_17_19
"65",2.095686,5.0247169,4,298899,22595,36425,57977,84384,115133,587,181564,244493,4830,12064,1259.4268,573.88568,748.60211,907.77252,1051.4634,1148.2947,169.10785,1259.4268,1259.4268,290.58224,447.50851,318525,33183,52834,84171,119895,150861,569,225037,280998,6694,17454,658.88159,276.15057,372.66522,464.31235,525.89893,590.31512,63.361305,643.21368,656.27448,129.50589,186.18106,"00000","1","1",,,,,,
"66",3.264987,5.033329,5,471249,28956,50926,82773,121356,168919,694,279757,386624,4886,13636,1253.3851,576.93121,745.16211,908.13574,1053.7275,1150.4353,169.31012,1253.3851,1253.3851,292.69858,449.86047,377592,39472,68340,111738,155964,196743,757,291266,343859,6147,18561,659.13007,274.28699,372.35098,463.79575,532.34711,590.29388,59.618595,645.24316,655.75171,126.90562,188.28635,"00000","1","1",,,,,,
"67",2.3365073,4.9894357,4,229455,8463,15096,26543,42800,64404,277,119031,175544,1523,4286,1255.319,583.97949,749.05463,916.65686,1057.9507,1159.9736,170.02321,1255.319,1255.319,302.37839,454.75101,665869,32928,66304,118828,187293,267075,218,474766,634888,3445,13708,662.19806,272.94186,364.17932,455.96451,522.22192,572.26703,53.212883,636.48334,658.17041,127.30489,188.35196,CP/12,"1","1",373.20905669611,767.624908402535,823.453702402266,147.427948503667,840.514128376199,768.714511375973
"68",0.11135913,4.9838109,2,228896,8140,14661,26032,42197,63894,228,118472,174985,1398,4048,1262.4771,597.56873,755.26392,924.2431,1062.6888,1172.928,165.5145,1262.1018,1262.4771,307.79428,457.34659,666340,32599,65911,118302,186733,266968,181,475196,635376,3232,13370,663.41016,273.24176,362.31442,450.28424,524.98486,579.32098,42.583786,639.05859,659.62756,124.05346,182.74397,CP/12,"1","0",373.20905669611,767.624908402535,823.453702402266,147.427948503667,840.514128376199,768.714511375973
"69",2.0067408,4.9812951,4,229705,8361,14981,26458,42737,64652,273,119281,175794,1452,4162,1256.5692,600.91357,750.98962,919.08551,1059.5596,1177.595,152.58994,1256.1898,1256.5692,302.18832,453.93045,666820,32407,65697,117947,186367,266948,208,475724,635866,3091,13123,663.68878,276.9473,363.1568,448.29327,528.65601,583.76666,36.446724,641.8548,659.86981,115.46525,180.9769,CP/12,"1","0",373.20905669611,767.624908402535,823.453702402266,147.427948503667,840.514128376199,768.714511375973
"70",0.10044701,4.9747124,2,735690,27442,56611,104054,170591,256727,292,448410,611940,2639,10714,1253.2687,631.03851,768.26044,923.51154,1069.9337,1174.793,157.13083,1248.9813,1253.2687,321.03525,481.30392,673854,33243,68892,120178,190780,273991,273,486059,644023,2155,11004,664.5144,288.12576,369.40445,447.87259,527.8728,591.10089,32.188038,655.81055,662.15887,98.905052,197.17406,"00000","1","0",,,,,,
"71",4.2227278,4.9700074,5,736185,27694,56987,104493,171144,257230,326,448906,612435,2705,10845,1243.1686,630.38611,764.67212,916.53931,1068.5236,1165.4233,145.1313,1239.2599,1243.1686,312.99261,480.92569,674392,33626,69264,120505,191229,274539,324,486700,644571,2318,11216,665.10205,290.31534,372.14853,449.40225,525.73529,589.98889,35.879093,657.73108,662.87396,98.892624,198.12567,"00000","1","0",,,,,,
"72",4.0592418,4.9848452,6,534108,35382,67110,113692,172442,243667,496,379964,477727,4296,15121,1241.0131,628.67908,765.2912,912.77301,1066.4889,1163.4399,147.10817,1238.6399,1241.0131,309.18283,480.82315,468362,37410,63011,88792,125449,171858,606,289260,388549,4824,16604,663.07135,290.11594,352.64316,428.09995,506.90887,568.8399,42.446774,646.33759,660.50836,114.40644,202.65231,"00000","1","0",,,,,,
"73",1.146224,4.9947271,3,119912,9599,18294,29399,41459,54232,152,81141,102477,1236,3992,1271.7914,638.78546,786.26886,932.77295,1085.9731,1187.5183,156.98593,1271.0302,1271.7914,333.97333,488.29358,470947,25308,47914,75539,110474,162111,108,285873,390485,2565,10065,662.46283,271.77618,346.28433,417.50574,506.17831,566.50806,41.973976,647.87769,659.9754,109.93279,193.54189,"00000","1","0",,,,,,
"74",1.3003078,5.0273051,4,120101,9611,18250,29387,41450,54339,155,81330,102666,1296,4073,1265.5964,624.56177,783.9375,940.06024,1080.8707,1200.1292,165.86771,1265.2269,1265.5964,333.98959,469.59421,469736,24864,47267,74849,109611,160991,103,284548,389303,2546,9896,660.91992,252.44591,343.27133,409.80789,506.71378,564.46527,37.542519,648.52661,658.27545,109.08904,175.64081,"00000","1","0",,,,,,
"75",4.148665,5.0336161,5,100597,5679,10481,17800,26589,36486,83,61822,83162,784,2584,1278.066,625.93524,787.57373,945.15314,1087.0662,1217.2482,157.49498,1278.066,1278.066,337.18027,470.14008,417596,10136,20635,40016,70911,114563,19,231418,336055,613,3620,658.10034,240.17815,335.30701,415.27792,498.43985,568.96283,28.144648,645.1532,655.49634,96.783722,167.18893,"00000","1","1",,,,,,
"76",2.0089712,5.0324955,4,105648,6367,11634,19870,29654,40577,65,66871,88213,903,3136,1292.7344,631.57343,817.7298,968.3866,1105.8279,1228.0453,155.88036,1292.7344,1292.7344,351.28439,478.28336,430605,12237,24118,45790,80545,126050,30,244034,348801,1015,5660,658.16705,227.79164,325.81903,431.62927,499.1965,575.1748,31.211994,644.85876,655.31378,94.789116,157.12749,"00000","1","0",,,,,,
"77",2.0556345,5.0335941,4,110526,7521,13224,22516,33234,45110,121,71749,93091,1375,4105,1296.7555,624.60052,827.0636,977.4046,1112.0713,1226.3577,160.29088,1296.3881,1296.7555,336.30179,476.93341,443108,17400,29537,52333,90024,137628,97,256531,361330,1933,8796,657.60309,226.63814,323.10608,438.47375,510.4711,582.07666,37.255413,640.7063,654.7691,90.435867,147.90123,"00000","1","0",,,,,,
"78",2.4700882,5.0335989,4,119425,9347,16337,27464,39953,53338,216,80648,101990,1952,5221,1284.651,614.60406,822.11938,970.16742,1106.9563,1211.6113,144.63144,1281.6375,1284.651,311.13983,460.1355,443349,17640,29897,53030,91035,138340,147,256702,361456,2315,9078,657.60437,229.81807,327.05496,444.5264,523.9032,581.55054,32.05674,636.88257,654.2511,83.49456,133.81099,"00000","1","0",,,,,,
"79",2.2277181,5.7550087,3,61119,7489,13173,22038,32407,42979,211,57059,60939,1828,4423,1288.7308,616.25073,818.75031,970.78094,1107.6864,1214.8901,145.0518,1285.3114,1288.7308,313.0939,458.8475,65875,10481,16266,25979,40129,51141,183,69861,72836,2327,6965,574.75226,198.68616,277.38025,380.06656,451.14066,510.27872,27.325741,561.0816,573.59821,76.450371,133.74188,"00000","1","0",,,,,,
"80",0.54368156,5.9034266,2,58947,7034,12318,20762,30713,40974,156,54891,58767,1673,4158,1298.0319,617.97534,816.30133,975.8587,1109.4626,1221.0681,148.5636,1293.4965,1298.0319,315.89606,461.88196,63371,10106,15433,24429,37984,48693,107,67274,70331,2172,6850,560.13794,192.72678,267.35208,362.33038,433.80145,491.99954,25.478704,546.03406,559.05579,74.535034,134.35493,"00000","1","0",,,,,,
"81",0.31959668,6.0515037,2,57667,6755,11779,19922,29593,39692,116,53605,57487,1575,3992,1326.7623,624.42834,811.716,976.33026,1110.3729,1235.7616,165.68456,1319.6541,1326.7623,331.96579,462.8761,60967,9884,14844,23206,36183,46504,68,64790,67946,2115,6821,546.54608,182.87132,250.39549,344.50726,411.26001,462.9259,24.521072,531.29578,545.6684,79.861259,130.85887,"00000","1","0",,,,,,
"82",0.11144362,6.066062,2,57588,6816,11783,19833,29402,39473,134,53522,57408,1590,4031,1329.924,614.37555,798.45349,978.9278,1105.7147,1239.6511,175.96495,1326.6627,1329.924,327.55212,459.35101,58659,9864,14539,22373,34757,44671,72,62480,65648,2177,6930,545.4541,174.01718,242.23816,321.52594,394.22131,446.33444,32.003334,529.07068,544.83575,85.805145,130.13716,"00000","1","0",,,,,,
"83",1.8675983,6.1032038,4,58370,7245,12310,20414,30031,40152,191,54303,58190,1735,4304,1320.3175,604.94305,783.60138,969.46716,1095.0048,1231.4117,156.86975,1319.2317,1320.3175,319.08414,453.12363,56383,10011,14448,21877,33529,43128,131,60284,63390,2405,7163,542.45825,170.82138,238.85927,312.02991,381.60065,436.32498,34.715347,524.75555,541.42377,89.106728,129.43785,"00000","1","0",,,,,,
"84",3.3167505,6.1163044,5,62481,8965,14475,23010,33025,43382,291,58283,62300,1934,5017,1315.8368,602.41809,770.08655,956.98145,1093.0094,1225.9052,146.20325,1315.8368,1315.8368,317.28549,454.98132,53601,10244,14546,21130,30385,38386,245,53631,59997,2032,6261,541.48163,173.13818,239.44278,303.29303,374.35883,434.04831,37.265263,522.06348,540.38837,94.656845,136.58977,"00000","1","0",,,,,,
"85",4.0733709,6.8727102,5,6141,1474,2168,3263,4358,5394,159,6141,6141,593,1040,1306.9001,602.25427,762.14441,949.13336,1088.2294,1221.1,142.97346,1306.9001,1306.9001,311.23663,455.78806,6102,1137,1804,2587,3562,4282,77,5734,6006,389,716,481.9238,154.37254,208.96872,263.90103,326.24554,384.37344,35.45005,462.36444,480.80661,83.040833,121.88609,"00000","1","0",,,,,,
"86",2.3821912,6.9169159,4,5815,1716,2402,3397,4388,5258,237,5815,5815,729,1224,1294.8739,600.4707,764.63232,943.09845,1083.2,1211.1619,147.33791,1294.8739,1294.8739,308.8114,454.27191,3237,675,995,1403,1949,2317,85,3010,3186,273,445,479.02634,148.1581,201.22192,256.57178,319.73978,376.84619,35.154976,456.71524,477.68542,79.606903,118.07513,"00000","1","0",,,,,,
"87",2.0004339,7.1671486,3,7681,2336,3327,4706,6007,7110,266,7681,7681,889,1571,1281.9204,600.7793,761.02319,935.91254,1077.3597,1201.1517,151.07509,1281.9204,1281.9204,310.56427,451.47906,471,241,249,330,418,585,69,453,475,133,223,461.71094,142.47664,194.71005,247.34387,305.91846,350.35318,31.494686,435.10129,459.7757,75.473335,111.5388,"00000","1","0",,,,,,
"88",1.5889819,6.9966822,3,39160,8189,12641,19009,25080,31161,477,38017,39045,2257,4993,1277.4714,599.35052,760.72144,934.7348,1075.5465,1199.2126,149.69403,1277.4714,1277.4714,307.34113,452.74747,4813,2695,3274,4505,5206,6595,303,5897,5278,1029,2256,473.29095,152.76045,204.71458,266.98163,326.81818,375.80347,31.25466,451.22318,469.53659,74.510818,113.1035,"00000","1","0",,,,,,
"89",2.6512313,7.0838451,3,40569,8557,13257,19872,26172,32487,499,39426,40454,2302,5166,1273.6331,599.04834,761.72583,931.94672,1073.408,1197.0452,148.70221,1273.6331,1273.6331,302.46796,452.2164,4364,2783,3322,4457,5006,6276,346,5515,4813,1067,2320,466.9715,159.31848,206.6483,259.28506,313.6803,361.82166,31.994465,440.71561,464.63861,80.369301,116.10001,"00000","1","0",,,,,,
"90",2.5336673,6.5951638,5,44599,10301,14783,22216,29278,36538,531,44264,44599,3199,6649,1276.485,600.07648,759.14764,935.70703,1073.9103,1200.7323,148.75056,1276.485,1276.485,303.75919,453.36917,13832,8918,11782,14419,16339,17404,472,16658,14352,2172,4826,501.80554,190.33185,250.56993,325.67709,384.38641,446.52945,42.281612,495.43237,501.11612,96.711044,141.16194,"00000","1","1",,,,,,
"91",3.9338675,6.595839,5,18518,4051,5493,8463,11782,14756,272,18387,18518,1389,2728,1293.8241,601.74994,760.52521,942.96918,1082.3048,1213.8213,149.3253,1293.8241,1293.8241,308.82901,455.20615,8746,5717,7092,8207,9143,10326,252,10474,9327,1583,3682,501.90085,176.81593,233.5741,295.61002,359.66913,420.66956,42.532253,484.61469,500.60553,97.741882,136.49193,"00000","1","1",,,,,,
"92",2.0113029,6.1319246,4,60120,8952,14297,22344,31772,41598,274,55922,59939,1799,4857,1304.572,603.97839,762.92334,948.39673,1087.9827,1220.668,147.25734,1304.572,1304.572,310.86002,458.46124,46689,11109,15140,21085,28601,35079,276,47581,53173,2309,6603,540.19165,174.32782,237.9819,296.28558,365.52847,429.16748,38.910015,519.30145,538.94336,95.639206,140.39215,"00000","1","0",,,,,,
"93",1.5442245,6.7036419,3,36039,7396,11379,17229,22830,28334,413,34896,35924,2126,4631,1285.0267,598.56073,759.89026,934.39661,1078.7424,1200.5905,152.3851,1285.0267,1285.0267,307.87738,451.43735,7057,3282,4117,5830,6985,8877,301,8222,7627,1225,2618,494.21524,161.01105,215.14291,282.66382,337.03311,389.13354,30.291616,464.66,490.34451,76.499794,115.72211,"00000","1","1",,,,,,
"94",1.4054002,6.5353189,3,35543,7324,11260,17059,22585,27945,388,34400,35428,2099,4585,1287.6323,596.95441,763.05127,939.33661,1080.5876,1199.1899,155.63145,1287.6323,1287.6323,308.25327,454.26736,9027,3736,4848,6971,8410,10615,301,10408,9733,1327,2812,506.47485,165.7321,224.69597,291.44073,351.49005,406.36688,34.214748,478.40164,502.92178,80.214333,121.36509,"00000","1","1",,,,,,
"95",1.0117288,6.5013862,3,30877,6641,10146,15260,20124,24487,316,29761,30762,1841,4088,1285.6656,594.07007,761.9975,937.31915,1076.5938,1191.6168,158.37921,1285.6656,1285.6656,305.67841,455.17041,12194,4668,6376,9115,11056,13800,329,14151,13257,1533,3334,509.13892,172.41978,234.09897,300.03281,360.18924,415.72812,40.456718,484.33881,505.79428,82.978455,123.04286,"00000","1","1",,,,,,
"96",2.1633825,6.3713064,4,31476,6995,10644,15856,20828,25152,366,30360,31361,1964,4321,1279.306,584.11633,760.25,931.70428,1070.8043,1180.2904,157.83788,1279.306,1279.306,300.87482,451.73343,14193,5337,7443,10526,12801,15930,397,16483,15474,1757,3731,519.59662,181.98436,249.82668,317.11069,368.21185,431.77762,47.186337,497.90872,516.54175,88.767921,130.20934,"00000","1","1",,,,,,
"97",3.0133026,6.3996696,5,205514,14625,25730,41647,59213,81143,400,130241,175180,2581,6777,1287.1372,584.6712,763.02069,933.88867,1073.3988,1179.6156,161.23967,1285.6613,1287.1372,300.36127,453.13531,36980,9384,13887,20334,25812,31648,449,36821,37525,2600,5630,517.22882,183.02147,252.7104,321.63318,371.81476,433.13519,51.508999,499.73483,515.13892,89.990883,130.5202,"00000","1","0",,,,,,
"98",2.0235629,6.3990316,4,36237,8346,13897,20440,25871,30234,344,35123,36122,1905,4333,1291.6704,590.90344,770.23688,938.87708,1073.8309,1180.6815,151.64998,1288.2903,1291.6704,299.88025,445.02219,36207,8827,13425,19926,25463,31251,430,36345,36957,2473,5251,517.22266,185.63203,254.52841,322.00452,376.79123,433.23737,52.986713,499.54013,515.59723,89.087753,129.63023,"00000","1","0",,,,,,
"99",2.0175166,6.3984895,4,33969,7627,12933,19105,24342,28328,327,32867,33854,1768,3979,1296.3286,596.83044,770.13239,941.40363,1075.2543,1183.3158,156.0276,1291.7673,1296.3286,298.46082,441.63336,37062,8492,13307,19878,25757,31740,446,37134,38027,2424,5133,517.23254,187.55397,255.82939,322.07645,379.60812,432.01971,51.925926,500.23038,515.67175,89.57547,131.24306,"00000","1","0",,,,,,
"100",2.0026155,6.3972573,4,43359,11213,18238,26399,33060,37873,544,42276,43244,3233,6502,1293.1899,595.82629,767.7287,942.39618,1071.3763,1182.7208,151.84773,1287.4459,1293.1899,293.70157,436.41797,42801,9115,15023,22318,29376,36358,588,42374,44008,2526,5385,517.22247,188.32944,254.76575,321.34717,382.63541,431.67371,50.957443,500.00488,515.65045,89.77565,132.06631,"00000","1","0",,,,,,
"101",2.0680368,6.4072223,4,43860,10839,17901,25431,31804,37030,354,42786,43745,2244,5813,1294.9268,600.42792,769.70001,945.63031,1073.7755,1184.8214,150.94299,1288.4015,1294.9268,297.59277,437.71167,38761,6942,11704,17404,24252,31020,374,37728,40028,1890,4333,516.11523,186.64334,253.49879,319.30432,381.43137,429.21585,47.734921,498.8739,514.63287,88.555618,130.55074,"00000","1","0",,,,,,
"102",2.9219694,6.4157577,5,29628,7359,12539,17773,21842,24936,292,28579,29513,1550,3698,1291.5465,610.86249,773.81757,950.37018,1075.3597,1182.6095,159.11613,1282.5715,1291.5465,300.69711,429.01434,42181,6873,12009,17929,25821,33698,297,40939,43788,1816,4267,515.14697,185.46535,247.76443,313.0621,380.01828,425.15189,45.095856,496.47519,513.77673,89.396004,129.60818,"00000","1","1",,,,,,
"103",3.1520486,6.4318995,5,17895,3881,7061,10104,12573,14566,117,16976,17780,685,1762,1323.1088,631.4187,786.23639,961.59332,1096.2852,1197.7393,172.64671,1306.7976,1323.1088,324.39929,452.76843,41707,5883,11038,16846,25546,33333,63,40829,43691,1335,3193,513.84027,176.78008,237.1571,301.37814,372.55753,421.298,35.448215,493.46661,512.62207,78.722267,126.26433,"00000","1","0",,,,,,
"104",3.0641208,7.0977168,4,6983,1909,3038,4222,5406,6252,101,6931,6983,511,1046,1345.5524,637.5459,809.38586,971.66797,1109.287,1207.5529,156.97806,1319.9509,1345.5524,329.83206,467.89828,2298,2361,2991,3610,3758,3276,62,2857,2396,880,1720,469.28397,166.41222,220.73607,282.42261,339.94684,390.5105,26.044245,446.53665,462.41077,67.38665,107.72237,"00000","1","0",,,,,,
"105",3.2857077,7.0497003,5,24056,6211,10552,15120,19289,22404,196,24007,24056,1319,3403,1329.3243,636.14319,812.96765,972.79059,1109.0566,1200.8779,145.20665,1308.4866,1329.3243,315.87454,464.01489,6017,3763,5233,5918,7537,7248,231,6418,5694,1658,2649,471.06564,163.01845,226.0625,288.79681,351.64362,399.51819,24.317789,450.91922,465.68326,64.667076,104.60899,"00000","1","0",,,,,,
"106",2.6555655,6.8153334,4,27009,6836,11985,17249,22104,25401,259,26918,27009,1517,3368,1327.6545,632.98792,817.34576,979.62433,1113.5103,1203.0442,146.87991,1309.9774,1327.6545,311.8783,471.03058,19015,7372,13263,16143,20236,22266,262,21122,18405,1736,4110,487.0625,168.61107,231.37292,301.25946,370.72839,419.96881,25.901499,467.57822,482.88132,67.343262,108.50894,"00000","1","0",,,,,,
"107",0.57556772,6.6804738,2,24933,6285,11154,16060,20626,23676,218,24870,24933,1337,3001,1344.9261,640.203,824.39508,984.95996,1121.3586,1212.099,148.06854,1323.1083,1344.9261,317.87247,479.73877,21371,7543,13562,16919,21318,23766,218,22951,20280,1618,4084,496.40643,170.02545,236.58102,308.79065,381.42868,432.62808,22.870211,479.11728,493.52951,63.027542,106.73136,"00000","1","0",,,,,,
"108",0.29592457,6.5501161,2,23592,5852,10488,15190,19555,22463,191,23536,23592,1190,2694,1353.845,650.60254,828.37158,989.69702,1130.098,1218.8778,153.34157,1331.1477,1353.845,323.96008,488.6947,23842,7802,14053,17888,22581,25472,181,24883,22266,1568,4124,505.97705,175.10779,240.53629,316.0192,394.25479,446.04337,22.824537,489.02209,503.54276,62.583633,107.1239,"00000","1","0",,,,,,
"109",0.25646541,6.5130715,2,23042,5523,10006,14648,18910,21824,175,22966,23042,1076,2438,1358.5416,657.79193,831.70251,995.58386,1138.0031,1228.5319,159.7305,1337.6101,1358.5416,326.76297,495.23776,26407,8216,14692,19092,24054,27323,161,26953,24360,1560,4234,507.92682,179.55769,247.12097,323.48819,401.91602,452.59961,21.240477,491.88953,506.14209,62.421539,111.0536,"00000","1","0",,,,,,
"110",0.50970864,6.3839173,2,23213,5394,9881,14605,18896,21909,166,23120,23213,1014,2307,1359.2234,664.14636,834.94586,998.56793,1139.0668,1235.4384,148.04834,1339.5267,1359.2234,328.64371,500.74594,29080,8700,15476,20470,25734,29349,147,29152,26581,1584,4407,518.26227,188.0838,256.86963,336.35419,416.2052,465.91122,22.809214,503.19507,516.84509,62.685173,115.30141,"00000","1","0",,,,,,
"111",0.59406304,6.1581039,2,24477,5542,10227,15247,19788,23000,170,24361,24477,1010,2324,1352.2635,667.31372,835.69116,995.58936,1136.5092,1231.994,148.44858,1333.7109,1352.2635,323.96667,500.33386,31871,9319,16452,22094,27678,31582,156,31493,28914,1622,4655,536.797,196.56021,272.10675,347.53427,433.7027,487.17261,21.862823,521.92432,535.75146,63.665798,121.26362,"00000","1","0",,,,,,
"112",0.57046807,5.9049091,2,26295,5829,10798,16203,21144,24588,182,26149,26295,1045,2423,1341.1802,671.4248,836.54834,994.78937,1133.9956,1226.328,138.59651,1324.8777,1341.1802,322.81009,499.88699,34767,10105,17567,23841,29848,33989,174,33995,31346,1677,4944,559.9245,212.81137,292.04562,371.13596,457.79684,511.05615,25.27051,544.98474,559.05945,65.143349,129.89542,"00000","1","0",,,,,,
"113",2.6220722,5.6578379,4,28357,6238,11560,17398,22760,26437,206,28183,28357,1092,2593,1327.4277,670.85291,835.75641,992.58459,1125.3086,1218.1929,135.88078,1312.9585,1327.4277,314.7381,497.87527,37720,10935,18763,25675,32153,36507,208,36551,33848,1749,5309,584.38824,231.93387,314.37744,398.63959,485.58307,537.28094,26.9499,569.15436,583.65015,68.969131,139.50597,"00000","1","0",,,,,,
